jpg,material
0001206_AK-RBK-16321.jpg,schaal (objectnaam)
0010238_RP-T-1964-60.jpg,tekening
0001250_AK-RBK-14808-A.jpg,bord (vaatwerk)
0067374_BK-NM-12400-204.jpg,vaas
0002079_SK-A-4138.jpg,schilderij
0005844_SK-A-2841.jpg,schilderij
0055213_RP-P-1938-262.jpg,tekstblad
0005517_SK-A-4437.jpg,miniatuur
0069917_RP-T-1914-1.jpg,tekening
0081616_AK-MAK-1645.jpg,boek
0066767_BK-NM-12067.jpg,bord (vaatwerk)
0054150_RP-P-OB-44.804.jpg,prent
0005500_SK-A-4419.jpg,miniatuur
0099444_RP-P-OB-81.291.jpg,prent
0041281_RP-P-1968-144.jpg,prent
0078272_RP-P-OB-67.438.jpg,prent
0020540_RP-P-1938-614.jpg,prent
0069111_NG-MC-405.jpg,werfmodel
0077836_RP-P-1898-A-20285.jpg,prent
0066840_BK-1975-51.jpg,bord (vaatwerk)
0003073_SK-A-4088.jpg,schilderij
0071093_RP-F-F01153-H.jpg,foto
0022849_RP-T-1897-A-3412.jpg,tekening
0007041_BK-16104.jpg,kom
0074406_BK-17394-A.jpg,vaas
0001356_AK-RBK-1972-241.jpg,schotel
0001027_AK-RBK-15800-A.jpg,bord (vaatwerk)
0004201_SK-A-1493.jpg,schilderij
0003629_SK-A-653.jpg,schilderij
0001558_AK-NM-13476.jpg,schaal (objectnaam)
0004746_SK-A-2675.jpg,schilderij
0059661_RP-P-1909-572.jpg,prent
0108904_RP-P-OB-83.979.jpg,tekstblad
0000685_AK-MAK-1344.jpg,boek
0006532_BK-1988-9-B.jpg,schotel
0001788_SK-A-4728.jpg,miniatuur
0003480_SK-A-338.jpg,schilderij
0071213_RP-F-F25213-AL.jpg,foto
0100923_RP-P-1960-13-4.jpg,boek
0069684_NG-MC-1127.jpg,demonstratiemodel
0082604_RP-F-AB12279-M.jpg,foto
0006288_BK-1975-52.jpg,schotel
0016234_RP-T-1899-A-4273.jpg,tekening
0084944_BK-2002-33-A.jpg,vaas
0111893_NG-2011-29-22.jpg,foto
0103939_RP-P-1960-618B.jpg,boek
0051020_RP-T-1904-210.jpg,tekening
0091274_RP-F-2004-246.jpg,foto
0005091_SK-A-2854.jpg,schilderij
0000323_AK-MAK-508.jpg,kom
0062901_RP-P-OB-65.201.jpg,tekstblad
0084427_BK-1968-236-A.jpg,schaal (objectnaam)
0005292_SK-A-4030.jpg,miniatuur
0076005_RP-P-OB-52.624.jpg,tekstblad
0008546_BK-NM-2483.jpg,beeldhouwwerk
0071690_RP-F-F25400-AV.jpg,foto
0100937_RP-P-1960-12B-6.jpg,boek
0061506_RP-P-OB-5044.jpg,prent
0008655_BK-1971-115-B.jpg,beeldhouwwerk
0003165_SK-A-1771.jpg,schilderij
0069878_NG-MC-1889-3.jpg,werfmodel
0003903_SK-A-1585.jpg,schilderij
0004494_SK-A-3033.jpg,schilderij
0024049_RP-T-1900-A-4444.jpg,tekening
0022539_RP-T-1959-157(V).jpg,tekening
0008899_BK-18801.jpg,beeldhouwwerk
0001552_AK-RBK-15907.jpg,schotel
0070572_RP-F-F14520-A.jpg,foto
0082292_BK-1980-24-A.jpg,vaas
0071445_RP-F-F25505-AF.jpg,foto
0070574_RP-F-F14522-A.jpg,foto
0008813_BK-14577.jpg,beeldhouwwerk
0006589_BK-NM-13357.jpg,bord (vaatwerk)
0002436_SK-A-3109.jpg,schilderij
0002976_SK-A-46.jpg,schilderij
0056540_RP-P-1890-A-15401.jpg,prent
0073820_RP-P-1896-A-19272.jpg,prent
0075275_AK-TN-1941.jpg,schaal (objectnaam)
0009179_BK-NM-7529.jpg,beeldhouwwerk
0001607_AK-NM-13508.jpg,bord (vaatwerk)
0100838_RP-P-OB-81.119.jpg,prent
0070995_RP-F-F01215-AO.jpg,foto
0001484_AK-NM-13521.jpg,bord (vaatwerk)
0111961_RP-P-OB-85.765.jpg,tekstblad
0053476_RP-P-OB-44.454.jpg,prent
0083513_NG-MC-1029-1.jpg,demonstratiemodel
0001595_AK-NM-13520.jpg,bord (vaatwerk)
0102482_RP-P-OB-81.880.jpg,tekstblad
0039163_RP-P-1919-1930.jpg,prent
0025387_RP-T-1956-58.jpg,tekening
0004801_SK-A-4850.jpg,schilderij
0001799_SK-A-4847.jpg,miniatuur
0006285_BK-NM-12400-42.jpg,schotel
0008510_BK-14993.jpg,beeldhouwwerk
0008485_BK-NM-12006-15-B.jpg,beeldhouwwerk
0004646_SK-A-3854.jpg,schilderij
0069329_NG-MC-638.jpg,demonstratiemodel
0009996_RP-T-1946-85.jpg,tekening
0005308_SK-A-4089.jpg,schilderij
0002757_SK-A-598.jpg,schilderij
0108688_RP-P-OB-83.882.jpg,tekstblad
0025931_RP-T-1948-311.jpg,tekening
0083004_AK-MAK-1701.jpg,schaal (objectnaam)
0054977_RP-P-1933-399.jpg,prent
0111615_RP-P-OB-85.563A.jpg,tekstblad
0026184_RP-T-00-431.jpg,tekening
0023576_RP-F-00-102.jpg,foto
0005248_SK-A-3865.jpg,schilderij
0069236_NG-MC-542.jpg,demonstratiemodel
0008932_BK-17224-A.jpg,beeldhouwwerk
0009594_RP-T-1931-181.jpg,tekening
0078809_RP-P-OB-101.570.jpg,tekstblad
0107546_BI-1887-1463-86.jpg,tekening
0006957_BK-NM-11631.jpg,bord (vaatwerk)
0008826_BK-NM-9350.jpg,beeldhouwwerk
0002958_SK-A-2296.jpg,schilderij
0000335_AK-MAK-558.jpg,kom
0055178_RP-T-1890-A-2258.jpg,tekening
0022403_RP-T-1886-A-630(R).jpg,tekening
0076661_BK-1968-225.jpg,schotel
0002313_SK-A-3303.jpg,schilderij
0003868_SK-A-1437.jpg,schilderij
0102816_RP-P-OB-82.122B.jpg,tekstblad
0041156_RP-P-1905-5747.jpg,prent
0001187_AK-RBK-16278.jpg,vaas
0084523_RP-T-1887-A-871.jpg,tekening
0001521_AK-NM-13475.jpg,schotel
0001416_AK-NM-12363.jpg,vaas
0069432_NG-MC-756.jpg,demonstratiemodel
0106225_RP-T-00-493-59.jpg,tekening
0069922_RP-T-1885-A-549.jpg,tekening
0068654_NG-MC-47.jpg,demonstratiemodel
0004536_SK-A-3765.jpg,schilderij
0111962_RP-P-OB-85.766.jpg,tekstblad
0082690_BK-VBR-462-F-2.jpg,schotel
0100940_RP-P-1960-12B-9.jpg,boek
0069858_NG-MC-1372.jpg,demonstratiemodel
0003617_SK-A-608.jpg,schilderij
0005921_SK-A-1454.jpg,schilderij
0069124_NG-MC-418.jpg,werfmodel
0005383_SK-A-4299.jpg,miniatuur
0001955_SK-A-1214.jpg,schilderij
0064511_RP-T-1962-67.jpg,tekening
0000831_AK-RAK-1975-4.jpg,bord (vaatwerk)
0066576_RP-T-1890-A-2332(R).jpg,tekening
0008638_BK-1957-39.jpg,beeldhouwwerk
0007865_BK-17122.jpg,schaal (objectnaam)
0070208_RP-F-F00498.jpg,foto
0082599_RP-F-AB12279-E.jpg,foto
0008349_AK-RBK-15798-B.jpg,kom
0110605_RP-P-OB-84.999.jpg,prent
0082079_AK-KOG-313-26.jpg,schotel
0002278_SK-C-6.jpg,schilderij
0109994_RP-P-OB-84.598-6(R).jpg,tekstblad
0000945_AK-RBK-15128-A.jpg,kom
0002579_SK-A-4668.jpg,schilderij
0012773_RP-P-OB-11.541.jpg,prent
0022040_RP-P-1960-618.jpg,boek
0025646_RP-T-1884-A-293(R).jpg,tekening
0066492_RP-T-1905-163.jpg,tekening
0006478_BK-1987-10.jpg,bord (vaatwerk)
0069516_NG-MC-846-1.jpg,demonstratiemodel
0108786_RP-P-2009-834.jpg,prent
0001135_AK-NM-13549.jpg,bord (vaatwerk)
0091322_BK-2000-67-I.jpg,vaas
0002144_SK-A-4577.jpg,schilderij
0045472_RP-P-OB-55.288.jpg,prent
0071402_RP-F-F25412-Q.jpg,foto
0069266_NG-MC-571.jpg,demonstratiemodel
0081661_RP-F-F80030.jpg,foto
0049547_NG-1985-7-1-10.jpg,tekening
0069630_NG-MC-1057.jpg,demonstratiemodel
0006725_BK-NM-13293-B.jpg,schotel
0003314_SK-A-2682.jpg,schilderij
0083006_AK-MAK-1704-A.jpg,kom
0007222_BK-NM-12400-220.jpg,schaal (objectnaam)
0000845_AK-RAK-1979-1.jpg,vaas
0008906_BK-18813.jpg,beeldhouwwerk
0006251_BK-1955-64-B.jpg,vaas
0100976_RP-P-1960-12A-16.jpg,boek
0068150_RP-T-00-2006.jpg,tekening
0030954_RP-P-1951-676.jpg,prent
0103113_RP-P-OB-82.388.jpg,tekstblad
0069116_NG-MC-410.jpg,werfmodel
0076277_BK-NM-12248.jpg,schotel
0111105_RP-P-OB-85.203.jpg,tekstblad
0003238_SK-A-1344.jpg,schilderij
0105992_RP-T-00-493-35B.jpg,tekening
0015504_RP-P-OB-610.jpg,prent
0068896_NG-MC-181.jpg,demonstratiemodel
0009412_RP-T-1883-A-234.jpg,tekening
0107627_BI-1887-1463-112.jpg,tekening
0083773_BK-2000-48.jpg,kom
0008830_BK-NM-8500.jpg,beeldhouwwerk
0068833_NG-MC-120-1.jpg,demonstratiemodel
0033215_RP-P-1888-A-13504.jpg,prent
0066039_RP-T-1894-A-2952.jpg,tekening
0068235_BK-NM-7990.jpg,bord (vaatwerk)
0068633_NG-MC-26.jpg,demonstratiemodel
0002748_SK-A-2.jpg,schilderij
0106040_RP-P-2004-482.jpg,boek
0004372_SK-A-192.jpg,schilderij
0004888_SK-A-2992.jpg,schilderij
0005141_SK-A-3293.jpg,schilderij
0073004_RP-P-1906-2813.jpg,prent
0007109_BK-NM-3894.jpg,bord (vaatwerk)
0028942_RP-P-OB-26.632.jpg,prent
0005078_SK-A-2812.jpg,miniatuur
0059779_NG-1985-7-2-24.jpg,tekening
0024815_RP-T-00-277.jpg,tekening
0070169_RP-F-F00196.jpg,foto
0082795_BK-15974-124.jpg,bord (vaatwerk)
0091424_RP-T-1887-A-846.jpg,tekening
0066778_BK-NM-13291-B.jpg,schotel
0001993_SK-A-4470.jpg,schilderij
0000692_NG-1977-177-W.jpg,schotel
0077280_SK-A-4919.jpg,schilderij
0010171_RP-T-1886-A-660(V).jpg,tekening
0071399_RP-F-F25412-K.jpg,foto
0082465_RP-F-AB12278-Q.jpg,foto
0068281_BK-16471.jpg,schotel
0071321_RP-F-F25215-G.jpg,foto
0013731_RP-P-OB-1641.jpg,prent
0101071_RP-P-1999-1032.jpg,prent
0008903_BK-18805.jpg,beeldhouwwerk
0097612_RP-P-OB-10.268.jpg,prent
0001425_AK-RBK-16336.jpg,vaas
0008751_BK-NM-11957-B.jpg,beeldhouwwerk
0004328_SK-A-1357.jpg,schilderij
0008574_BK-15624.jpg,beeldhouwwerk
0069765_NG-MC-1219.jpg,demonstratiemodel
0027261_RP-P-BI-345.jpg,prent
0000328_AK-MAK-540.jpg,schotel
0004495_SK-A-800.jpg,schilderij
0103608_RP-P-1960-10B-9.jpg,boek
0009097_BK-1966-3.jpg,beeldhouwwerk
0021044_RP-T-1892-A-2546.jpg,tekening
0004569_SK-A-3403.jpg,schilderij
0004772_SK-A-2714.jpg,schilderij
0069508_NG-MC-834.jpg,demonstratiemodel
0082558_RP-F-AB12279-AK.jpg,foto
0060956_RP-P-OB-24.657.jpg,prent
0100983_RP-P-1960-12A-23.jpg,boek
0004641_SK-A-2236.jpg,schilderij
0003633_SK-A-664.jpg,schilderij
0041747_RP-P-1904-386.jpg,prent
0068900_NG-MC-186.jpg,demonstratiemodel
0004269_SK-C-121.jpg,schilderij
0007130_BK-NM-12400-307.jpg,bord (vaatwerk)
0105803_RP-P-OB-83.216A.jpg,tekstblad
0009102_BK-18771-B.jpg,beeldhouwwerk
0092933_RP-P-2006-283.jpg,tekstblad
0066007_RP-T-1933-58.jpg,tekening
0005472_SK-A-4390.jpg,miniatuur
0069022_NG-MC-316.jpg,werfmodel
0008726_BK-1968-243-6.jpg,schotel
0004615_SK-C-610.jpg,schilderij
0040545_RP-P-OB-52.223.jpg,tekstblad
0008282_AK-RBK-14951-F.jpg,bord (vaatwerk)
0064717_RP-T-00-1638(R).jpg,tekening
0004951_SK-A-919.jpg,schilderij
0016424_RP-P-OB-12.408.jpg,prent
0076260_BK-1987-23.jpg,kom
0008595_BK-NM-7496.jpg,beeldhouwwerk
0069112_NG-MC-406.jpg,werfmodel
0001483_AK-NM-13414.jpg,bord (vaatwerk)
0078869_AK-MAK-1493.jpg,schaal (objectnaam)
0001678_AK-RBK-16353.jpg,kom
0009052_BK-16943-A.jpg,beeldhouwwerk
0000860_AK-MAK-1372.jpg,kom
0082783_BK-15974-112.jpg,bord (vaatwerk)
0009186_BK-NM-7536.jpg,beeldhouwwerk
0009092_BK-1957-21.jpg,beeldhouwwerk
0069257_NG-MC-563.jpg,demonstratiemodel
0003958_SK-A-1892.jpg,schilderij
0091214_BK-2004-6-C.jpg,bord (vaatwerk)
0005525_SK-A-4446.jpg,miniatuur
0001380_AK-RBK-1962-57.jpg,schaal (objectnaam)
0047169_RP-P-OB-48.561.jpg,prent
0009012_BK-16541.jpg,beeldhouwwerk
0024179_RP-T-1891-A-2452.jpg,tekening
0066842_BK-1975-58.jpg,bord (vaatwerk)
0008377_AK-RBK-15804-C.jpg,bord (vaatwerk)
0001674_AK-RBK-18926.jpg,schaal (objectnaam)
0002197_SK-A-323.jpg,schilderij
0002621_SK-A-1843.jpg,schilderij
0110963_NG-C-2004-1-A-22.jpg,foto
0109970_BK-2010-15-6.jpg,bord (vaatwerk)
0019846_RP-P-OB-20.888.jpg,prent
0012876_RP-T-1964-360.jpg,tekening
0108912_RP-P-OB-83.987.jpg,tekstblad
0102183_RP-P-OB-81.635-13.jpg,tekstblad
0015580_RP-P-1961-1040.jpg,prent
0057498_RP-P-OB-23.820.jpg,prent
0068204_BK-1956-23.jpg,bord (vaatwerk)
0068559_BK-NM-14387-A.jpg,vaas
0111542_RP-P-OB-85.516.jpg,tekstblad
0005218_SK-A-3794.jpg,schilderij
0005527_SK-A-4448.jpg,miniatuur
0005389_SK-A-4305.jpg,miniatuur
0015477_RP-P-1987-176.jpg,prent
0001420_AK-RBK-16373-A.jpg,schotel
0073633_BK-1990-9.jpg,bord (vaatwerk)
0023911_BK-16534.jpg,schotel
0006260_BK-NM-14351-B.jpg,vaas
0072761_AK-RAK-1994-12.jpg,bord (vaatwerk)
0065955_RP-T-1921-309.jpg,tekening
0112029_NG-2011-30-22.jpg,foto
0006158_BK-1975-85.jpg,schotel
0001373_BK-1968-234.jpg,schaal (objectnaam)
0062650_BK-1979-94.jpg,beeldhouwwerk
0083625_NG-2000-20-B.jpg,boek
0004105_SK-A-2645.jpg,miniatuur
0083721_BK-1977-20-H-9.jpg,schotel
0001543_AK-NM-13495-A.jpg,kom
0084070_BK-1967-198-B.jpg,vaas
0082120_AK-RBK-1960-5-B.jpg,vaas
0080500_RP-P-OB-73.864.jpg,prent
0063867_NG-1985-7-2-104.jpg,tekening
0039448_RP-P-1888-A-12508.jpg,prent
0068617_NG-MC-10.jpg,demonstratiemodel
0035042_RP-P-1980-55.jpg,prent
0070702_RP-F-F15123.jpg,foto
0012950_RP-P-OB-1199.jpg,prent
0005671_SK-C-57.jpg,schilderij
0028783_RP-P-1903-A-23876.jpg,prent
0002303_SK-A-3066.jpg,schilderij
0070502_RP-F-F14444-A.jpg,foto
0012154_RP-P-H-Z-67.jpg,prent
0107833_BI-1887-1463-163(R).jpg,tekstblad
0005528_SK-A-4449.jpg,miniatuur
0006130_BK-NM-12213.jpg,vaas
0068743_RP-T-1943-30.jpg,tekening
0006157_BK-NM-2681-C.jpg,schotel
0062642_BK-1993-104.jpg,kom
0016379_RP-P-OB-12.446.jpg,prent
0110956_NG-C-2004-1-A-15.jpg,foto
0005478_SK-A-4397.jpg,miniatuur
0002632_SK-C-417.jpg,schilderij
0070433_RP-F-F14370-A.jpg,foto
0069286_NG-MC-592.jpg,demonstratiemodel
0036593_RP-P-1887-A-12002X.jpg,prent
0022542_RP-T-1959-156.jpg,tekening
0069199_NG-MC-504.jpg,demonstratiemodel
0026329_BI-F-B0073-1.jpg,foto
0025759_RP-T-1960-209(V).jpg,tekening
0001868_SK-A-2331.jpg,schilderij
0004478_SK-A-1491.jpg,schilderij
0070590_RP-F-F14539-A.jpg,foto
0038925_RP-P-1960-183.jpg,prent
0003465_SK-A-278.jpg,miniatuur
0001606_AK-NM-13516.jpg,bord (vaatwerk)
0076542_RP-T-1889-A-1919.jpg,tekening
0069152_NG-MC-446.jpg,werfmodel
0054291_RP-T-1921-50.jpg,tekening
0002723_SK-A-2544.jpg,schilderij
0031316_RP-P-BI-2768.jpg,prent
0038946_RP-P-1907-338.jpg,prent
0016069_RP-P-OB-514.jpg,prent
0069225_NG-MC-531.jpg,demonstratiemodel
0008912_BK-18817.jpg,beeldhouwwerk
0008601_BK-NM-154.jpg,beeldhouwwerk
0066676_BK-NM-3983.jpg,schotel
0040887_RP-P-OB-52.207.jpg,tekstblad
0112015_NG-2011-30-8.jpg,foto
0082458_RP-F-AB12277-T.jpg,foto
0008960_BK-17226.jpg,beeldhouwwerk
0005494_SK-A-4413.jpg,miniatuur
0024557_RP-T-1972-17.jpg,tekening
0009822_RP-T-1901-A-4528.jpg,tekening
0102188_RP-P-OB-81.635-18.jpg,tekstblad
0082449_RP-F-AB12277-N.jpg,foto
0099860_RP-P-OB-80.746B.jpg,tekstblad
0014324_RP-P-OB-11.986.jpg,prent
0000320_AK-MAK-502.jpg,vaas
0030209_RP-P-1933-579.jpg,prent
0082143_BK-NM-14166.jpg,bord (vaatwerk)
0005243_SK-A-3851.jpg,schilderij
0005617_RP-T-1955-135(R).jpg,tekening
0070542_RP-F-F14490-A.jpg,foto
0022013_RP-P-1957-13.jpg,boek
0068692_NG-MC-88.jpg,demonstratiemodel
0068695_NG-MC-91.jpg,demonstratiemodel
0070448_RP-F-F14387-A.jpg,foto
0106027_RP-T-00-494-65C.jpg,tekening
0005583_SK-A-4518.jpg,schilderij
0071438_RP-F-F25505-Y.jpg,foto
0068802_RP-T-1948-74.jpg,tekening
0001766_SK-A-4786.jpg,miniatuur
0007221_BK-NM-12400-219.jpg,schaal (objectnaam)
0002577_SK-A-3226.jpg,schilderij
0069158_NG-MC-452.jpg,werfmodel
0083943_BK-2000-69-C.jpg,kom
0082699_BK-1968-188.jpg,bord (vaatwerk)
0008959_BK-NM-12490.jpg,beeldhouwwerk
0111831_NG-2011-29-1.jpg,foto
0014388_RP-P-OB-12.076.jpg,prent
0001958_SK-A-4121.jpg,schilderij
0070446_RP-F-F14385-A.jpg,foto
0004004_SK-A-2173.jpg,miniatuur
0012621_RP-P-OB-4463(R).jpg,prent
0020310_RP-P-1948-72.jpg,prent
0002493_SK-A-494.jpg,schilderij
0002286_SK-A-3982.jpg,schilderij
0002631_SK-A-3920.jpg,schilderij
0082754_BK-15974-42.jpg,schaal (objectnaam)
0049482_RP-T-1904-151.jpg,tekening
0024296_RP-T-1989-101.jpg,tekening
0042347_RP-P-1982-7.jpg,prent
0055667_RP-P-OB-27.234.jpg,prent
0081641_BK-NM-144-2.jpg,beeldhouwwerk
0050040_RP-P-1935-796.jpg,prent
0076245_BK-1985-58.jpg,kom
0007039_BK-NM-12400-321.jpg,bord (vaatwerk)
0064895_RP-T-1892-A-2750.jpg,tekening
0064333_RP-T-1942-46.jpg,tekening
0024563_RP-T-H-00-251.jpg,tekening
0005359_SK-A-4238.jpg,miniatuur
0003216_SK-C-259.jpg,schilderij
0079537_RP-P-OB-16.379.jpg,prent
0068432_BK-NM-7440.jpg,schotel
0070644_RP-F-F14641-A.jpg,foto
0066988_RP-T-1910-37.jpg,tekening
0002639_SK-A-2017.jpg,schilderij
0098989_BI-B-FM-005-63.jpg,prent
0094765_BK-2007-8-H.jpg,schotel
0007178_BK-NM-12400-179.jpg,schotel
0015800_RP-P-OB-381.jpg,prent
0111888_NG-2011-29-20.jpg,foto
0070516_RP-F-F14460-A.jpg,foto
0002064_SK-A-3246.jpg,schilderij
0004880_SK-A-2463.jpg,schilderij
0006978_BK-1958-67-B.jpg,vaas
0100974_RP-P-1960-12A-14.jpg,boek
0076233_BK-1983-132.jpg,kom
0002665_SK-A-2030.jpg,schilderij
0082788_BK-15974-117.jpg,bord (vaatwerk)
0008943_BK-17236.jpg,beeldhouwwerk
0008819_BK-NM-1968.jpg,beeldhouwwerk
0003796_SK-A-1285.jpg,schilderij
0071675_RP-F-F25400-AG.jpg,foto
0007057_BK-NM-12201-A.jpg,vaas
0073073_RP-F-00-2415.jpg,foto
0004396_SK-A-690.jpg,schilderij
0040083_RP-P-OB-50.814.jpg,prent
0008773_BK-1961-49-A.jpg,beeldhouwwerk
0003167_SK-A-1774.jpg,schilderij
0089197_RP-P-1957-589.jpg,boek
0004989_SK-A-4824.jpg,schilderij
0103613_RP-P-1960-10A-1.jpg,boek
0080506_RP-P-OB-73.870.jpg,tekstblad
0080627_RP-T-1996-80.jpg,tekening
0004949_SK-A-918.jpg,schilderij
0084416_BK-1968-169.jpg,kom
0006788_BK-NM-11353.jpg,bord (vaatwerk)
0082801_BK-15974-130.jpg,bord (vaatwerk)
0111179_RP-P-OB-85.262.jpg,tekstblad
0111696_RP-P-OB-85.640A.jpg,tekstblad
0056760_RP-P-1909-4535.jpg,prent
0069284_NG-MC-590.jpg,demonstratiemodel
0081698_RP-F-F80128.jpg,foto
0082353_RP-P-1998-202.jpg,prent
0005416_SK-A-4333.jpg,miniatuur
0006751_BK-NM-12400-75.jpg,schotel
0013398_RP-T-1989-84.jpg,tekening
0067930_RP-T-FM-216.jpg,tekening
0006229_BK-NM-12400-66.jpg,bord (vaatwerk)
0111549_RP-P-OB-85.522.jpg,prent
0106022_RP-T-00-494-32.jpg,tekening
0076226_BK-1983-125.jpg,kom
0069035_NG-MC-328.jpg,werfmodel
0004097_SK-A-2636.jpg,miniatuur
0082692_BK-VBR-462-F-4.jpg,schotel
0005571_SK-A-4501.jpg,schilderij
0003140_SK-A-307.jpg,schilderij
0002851_SK-A-1377.jpg,schilderij
0022531_RP-T-1981-16.jpg,tekening
0001075_AK-RBK-14801.jpg,bord (vaatwerk)
0024386_RP-T-1888-A-1475.jpg,tekening
0100067_RP-P-OB-4902B.jpg,tekstblad
0112081_NG-2011-31-21.jpg,foto
0112396_AK-RBK-1968-144-9.jpg,vaas
0001660_AK-NM-13625.jpg,kom
0069208_NG-MC-515.jpg,werfmodel
0106214_RP-T-1887-A-1035.jpg,tekening
0041328_RP-P-1908-876X.jpg,tekstblad
0000818_AK-RAK-1971-1.jpg,schaal (objectnaam)
0070663_RP-F-F14697-A.jpg,foto
0000973_AK-RBK-14401.jpg,kom
0031420_RP-P-BI-4087.jpg,prent
0006218_BK-NM-12400-50.jpg,schotel
0002580_SK-A-3955.jpg,schilderij
0009903_RP-T-1960-112(R).jpg,tekening
0100972_RP-P-1960-12A-12.jpg,boek
0082594_RP-F-AB12278-AI.jpg,foto
0071419_RP-F-F25505-C.jpg,foto
0003358_SK-A-497.jpg,schilderij
0002722_SK-A-1481.jpg,schilderij
0001336_AK-RBK-1972-258.jpg,bord (vaatwerk)
0070176_RP-F-F00203.jpg,foto
0094678_RP-P-OB-78.805.jpg,prent
0007133_BK-NM-12400-315.jpg,bord (vaatwerk)
0104993_RP-P-OB-83.133-60(V).jpg,tekstblad
0082119_BK-1998-2.jpg,vaas
0085990_RP-P-1879-A-2883.jpg,prent
0003991_SK-A-2120.jpg,miniatuur
0006657_BK-NM-13356-B.jpg,schotel
0017853_RP-T-1884-A-320.jpg,tekening
0081529_RP-F-00-2472.jpg,foto
0066648_RP-T-1921-334.jpg,tekening
0007543_BK-1958-12.jpg,schaal (objectnaam)
0083716_BK-1977-20-H-4.jpg,schotel
0070707_RP-F-F17820.jpg,foto
0069156_NG-MC-450.jpg,werfmodel
0002335_SK-A-1625.jpg,schilderij
0041549_RP-P-1885-A-8815.jpg,prent
0103253_RP-P-OB-82.509B.jpg,tekstblad
0068878_NG-MC-163.jpg,demonstratiemodel
0008640_BK-1969-7.jpg,beeldhouwwerk
0070405_RP-F-F00644.jpg,foto
0082024_RP-F-AA3401.jpg,foto
0069121_NG-MC-415.jpg,werfmodel
0111878_NG-2011-29-10.jpg,foto
0003725_SK-A-1033.jpg,schilderij
0008754_BK-NM-13150.jpg,beeldhouwwerk
0077762_RP-P-OB-66.222.jpg,prent
0001015_AK-RBK-16253-A.jpg,vaas
0009188_BK-NM-7538.jpg,beeldhouwwerk
0070466_RP-F-F14404-C.jpg,foto
0003267_SK-A-464.jpg,schilderij
0056275_RP-P-1911-3121.jpg,prent
0069258_NG-MC-564-1.jpg,demonstratiemodel
0001909_SK-A-707.jpg,schilderij
0111353_BK-NM-11467-C.jpg,vaas
0112240_RP-P-OB-85.824A.jpg,tekstblad
0091689_RP-T-1887-A-765(R).jpg,tekening
0051438_RP-P-1899-A-21550.jpg,prent
0021186_RP-P-1967-783.jpg,boek
0002030_SK-A-4644.jpg,schilderij
0091730_RP-F-2002-122.jpg,foto
0023242_RP-F-00-9.jpg,foto
0022393_RP-T-1951-3.jpg,tekening
0003624_SK-A-637.jpg,schilderij
0076234_BK-1984-168.jpg,kom
0033755_RP-P-1918-1908.jpg,prent
0000969_AK-RBK-1960-149.jpg,kom
0021329_RP-P-1960-13.jpg,boek
