jpg,material
0008524_BK-NM-1213.jpg,beeldhouwwerk
0005844_SK-A-2841.jpg,schilderij
0067616_RP-T-1990-12.jpg,tekening
0069355_NG-MC-664.jpg,demonstratiemodel
0070576_RP-F-F14524-A.jpg,foto
0051471_RP-P-1886-A-11350.jpg,prent
0083768_BK-2000-43.jpg,kom
0098553_NG-2008-5.jpg,miniatuur
0102482_RP-P-OB-81.880.jpg,tekstblad
0060362_RP-P-OB-60.034.jpg,tekstblad
0003971_SK-A-1984.jpg,schilderij
0018897_RP-P-OB-12.977.jpg,prent
0055458_RP-P-1887-A-12277.jpg,prent
0071400_RP-F-F25412-L.jpg,foto
0036209_RP-P-1882-A-6756.jpg,prent
0070494_RP-F-F14436-A.jpg,foto
0008457_BK-NM-11300.jpg,beeldhouwwerk
0092940_RP-P-2006-265.jpg,prent
0058196_RP-P-1885-A-8668.jpg,prent
0013617_RP-P-1949-342.jpg,prent
0042452_RP-P-1891-A-16415.jpg,prent
0005386_SK-A-4302.jpg,miniatuur
0071334_RP-F-F25215-T.jpg,foto
0083715_BK-1977-20-H-3.jpg,schotel
0009093_BK-1955-15.jpg,beeldhouwwerk
0007232_BK-NM-12400-187.jpg,schotel
0069267_NG-MC-572.jpg,demonstratiemodel
0081961_BK-1970-42-E.jpg,vaas
0007031_BK-15314-A.jpg,vaas
0001379_AK-RBK-16352.jpg,kom
0072662_RP-P-OB-51.187.jpg,prent
0001443_AK-NM-13379.jpg,schotel
0076263_BK-1987-42.jpg,kom
0001824_SK-A-274.jpg,schilderij
0013396_RP-T-1989-85(R).jpg,tekening
0070991_RP-F-F01215-AK.jpg,foto
0091657_BK-NM-12400-421.jpg,schaal (objectnaam)
0008893_BK-18797-B.jpg,beeldhouwwerk
0065097_RP-T-1952-248.jpg,schilderij
0070550_RP-F-F14498-A.jpg,foto
0006290_BK-1958-33.jpg,schotel
0003191_SK-A-4069.jpg,schilderij
0070504_RP-F-F14446-A.jpg,foto
0081718_RP-F-F80152.jpg,foto
0006560_BK-NM-13349-E.jpg,schotel
0052374_RP-P-1896-A-19368-225.jpg,prent
0008983_BK-NM-14346.jpg,beeldhouwwerk
0059777_NG-1985-7-2-23.jpg,tekening
0069283_NG-MC-589.jpg,demonstratiemodel
0023571_RP-F-00-100.jpg,foto
0001612_AK-NM-13431.jpg,schotel
0069125_NG-MC-419.jpg,werfmodel
0100710_RP-P-OB-81.096.jpg,tekstblad
0025411_RP-T-00-28.jpg,tekening
0070427_RP-F-F14364-A.jpg,foto
0070998_RP-F-F01215-AU.jpg,foto
0069239_NG-MC-545.jpg,demonstratiemodel
0009049_BK-16952-C.jpg,beeldhouwwerk
0065609_RP-T-1905-185.jpg,tekening
0006101_BK-NM-3899.jpg,bord (vaatwerk)
0091656_BK-NM-12400-420.jpg,schaal (objectnaam)
0020252_RP-P-1904-1295.jpg,prent
0005140_SK-A-3290.jpg,schilderij
0066376_RP-T-1962-99.jpg,tekening
0039111_RP-P-OB-50.555.jpg,prent
0063772_RP-T-1888-A-1822.jpg,tekening
0009047_BK-16952-A.jpg,beeldhouwwerk
0007116_BK-1975-59.jpg,bord (vaatwerk)
0003105_SK-A-3291.jpg,schilderij
0006791_BK-NM-12400-192.jpg,schotel
0111946_NG-2011-29-49-3.jpg,foto
0066706_BK-NM-5613.jpg,schotel
0040536_RP-P-OB-52.214.jpg,tekstblad
0021228_RP-P-1954-350.jpg,prent
0007917_AK-NM-6366-B.jpg,vaas
0070675_RP-F-F14717-A.jpg,foto
0067176_RP-T-1906-22.jpg,tekening
0057498_RP-P-OB-23.820.jpg,prent
0004185_SK-C-117.jpg,schilderij
0069302_NG-MC-609.jpg,demonstratiemodel
0076177_BK-14873.jpg,schotel
0100916_RP-P-1960-9-6.jpg,boek
0081634_AK-MAK-1677.jpg,boek
0039448_RP-P-1888-A-12508.jpg,prent
0070106_AK-NM-13523.jpg,schotel
0003044_SK-A-52.jpg,schilderij
0004598_SK-A-1622.jpg,schilderij
0021190_RP-P-1969-13.jpg,boek
0081621_AK-MAK-1658.jpg,boek
0070487_RP-F-F14429-A.jpg,foto
0070671_RP-F-F14715-C.jpg,foto
0091237_RP-P-2004-303.jpg,prent
0063765_RP-T-1921-134.jpg,tekening
0006695_BK-NM-4249.jpg,bord (vaatwerk)
0006724_BK-NM-13293-A.jpg,schotel
0071409_RP-F-F25412-AB.jpg,foto
0070776_RP-F-F14585.jpg,foto
0064541_RP-T-1953-336.jpg,tekening
0069222_NG-MC-528.jpg,demonstratiemodel
0110457_RP-P-OB-84.901.jpg,tekstblad
0058106_RP-T-1921-42.jpg,tekening
0066321_RP-T-1968-216.jpg,tekening
0064307_BK-NM-11177-64.jpg,miniatuur
0001869_SK-C-1215.jpg,schilderij
0008854_BK-NM-5166.jpg,beeldhouwwerk
0092311_RP-F-2005-107-347.jpg,foto
0035052_RP-P-1982-305.jpg,prent
0069034_NG-MC-327.jpg,werfmodel
0003480_SK-A-338.jpg,schilderij
0068076_RP-T-00-1953.jpg,tekening
0069038_NG-MC-331.jpg,werfmodel
0004689_SK-A-578.jpg,schilderij
0013735_RP-P-OB-1649.jpg,prent
0003305_SK-A-493.jpg,schilderij
0002446_SK-A-2374.jpg,schilderij
0106598_BI-B-FM-071-46.jpg,tekening
0047391_RP-P-OB-48.337.jpg,prent
0081959_BK-1970-42-C.jpg,vaas
0063638_NG-1985-7-2-82.jpg,tekening
0070410_RP-F-F17638-A.jpg,foto
0098063_RP-P-OB-10.347.jpg,prent
0108918_RP-P-OB-83.992.jpg,tekstblad
0008659_BK-NM-9785.jpg,beeldhouwwerk
0006673_BK-NM-13337-B.jpg,schotel
0083009_AK-MAK-1705-B.jpg,schaal (objectnaam)
0005450_SK-A-4368.jpg,miniatuur
0071483_RP-F-F25505-BT.jpg,foto
0109729_RP-P-OB-84.459.jpg,tekstblad
0098330_RP-P-OB-10.403.jpg,prent
0069014_NG-MC-309-1.jpg,werfmodel
0009706_RP-T-1958-116.jpg,tekening
0001174_AK-RBK-15898.jpg,schaal (objectnaam)
0068726_BK-17515-B.jpg,vaas
0006837_BK-1967-192.jpg,bord (vaatwerk)
0006693_BK-NM-10806-B.jpg,bord (vaatwerk)
0084253_BK-BR-612-31-H.jpg,vaas
0069593_NG-MC-1000-2.jpg,demonstratiemodel
0008506_BK-NM-127.jpg,beeldhouwwerk
0001466_AK-NM-13413.jpg,bord (vaatwerk)
0110056_RP-P-OB-84.607.jpg,tekstblad
0001545_AK-NM-13539.jpg,bord (vaatwerk)
0001463_AK-NM-13404.jpg,bord (vaatwerk)
0109066_NG-1988-30-D-14-2.jpg,foto
0012200_RP-P-H-OB-11.012.jpg,prent
0024886_BK-NM-12400-364.jpg,bord (vaatwerk)
0006617_BK-NM-12400-319.jpg,bord (vaatwerk)
0001055_AK-NM-12530.jpg,vaas
0097665_RP-F-2007-327.jpg,foto
0065320_RP-T-1886-A-609.jpg,tekening
0003914_SK-A-1626.jpg,schilderij
0000134_RP-T-1956-93.jpg,tekening
0100935_RP-P-1960-12B-4.jpg,boek
0071473_RP-F-F25505-BJ.jpg,foto
0005471_SK-A-4389.jpg,miniatuur
0092460_BI-F-1924-100-4.jpg,foto
0005504_SK-A-4423.jpg,miniatuur
0004730_SK-A-2218.jpg,schilderij
0008824_BK-1970-37-A.jpg,beeldhouwwerk
0022413_RP-T-1974-50.jpg,tekening
0009004_BK-NM-3309.jpg,beeldhouwwerk
0004110_SK-A-2657.jpg,schilderij
0089342_RP-P-1963-321.jpg,prent
0080882_RP-P-1994-14.jpg,boek
0003137_SK-A-3988.jpg,schilderij
0103535_RP-P-1972-145D.jpg,boek
0005495_SK-A-4414.jpg,miniatuur
0009099_BK-1970-63.jpg,beeldhouwwerk
0009822_RP-T-1901-A-4528.jpg,tekening
0101947_RP-P-OB-81.556G.jpg,tekstblad
0092306_RP-F-2005-107-244.jpg,foto
0078871_AK-MAK-1495.jpg,schaal (objectnaam)
0065553_RP-T-FM-152.jpg,tekening
0081771_RP-F-F80288.jpg,foto
0008873_BK-18775.jpg,beeldhouwwerk
0007740_BK-15554-A.jpg,kom
0073916_BK-NM-4394-A.jpg,bord (vaatwerk)
0007131_BK-NM-12400-311.jpg,bord (vaatwerk)
0109068_NG-1988-30-D-16-1.jpg,foto
0024942_BK-1961-96.jpg,schotel
0111319_RP-P-OB-85.367.jpg,tekstblad
0008932_BK-17224-A.jpg,beeldhouwwerk
0007496_BK-NM-5327.jpg,schaal (objectnaam)
0091440_RP-T-1887-A-822.jpg,tekening
0008913_BK-18818-A.jpg,beeldhouwwerk
0071487_RP-F-F25505-BX.jpg,foto
0009186_BK-NM-7536.jpg,beeldhouwwerk
0108935_RP-P-OB-84.006.jpg,tekstblad
0075280_NG-542.jpg,bord (vaatwerk)
0001063_RP-T-1947-176.jpg,tekening
0003661_SK-A-809.jpg,schilderij
0013888_RP-P-OB-1838.jpg,prent
0009199_BK-NM-4853.jpg,beeldhouwwerk
0065012_RP-P-OB-60.169.jpg,prent
0004569_SK-A-3403.jpg,schilderij
0069130_NG-MC-424.jpg,werfmodel
0082455_RP-F-AB12277-AE.jpg,foto
0006788_BK-NM-11353.jpg,bord (vaatwerk)
0024239_RP-T-1960-212.jpg,tekening
0071669_RP-F-F25400-AA.jpg,foto
0107787_RP-P-1888-A-12457.jpg,prent
0026110_RP-T-1981-69.jpg,tekening
0074224_BK-17339-B.jpg,vaas
0082439_RP-F-AB12277-F.jpg,foto
0008933_BK-17224-B.jpg,beeldhouwwerk
0066039_RP-T-1894-A-2952.jpg,tekening
0071256_RP-F-F25214-AJ.jpg,foto
0068053_BK-TN-1132.jpg,schotel
0079442_RP-F-1996-270.jpg,foto
0022467_RP-T-1887-A-1400.jpg,tekening
0107810_BI-1887-1463-160(V).jpg,tekstblad
0009054_BK-16941-A.jpg,beeldhouwwerk
0068899_NG-MC-185.jpg,demonstratiemodel
0108299_RP-P-BI-5981.jpg,prent
0070120_AK-RBK-17521-A.jpg,bord (vaatwerk)
0069056_NG-MC-350.jpg,werfmodel
0002723_SK-A-2544.jpg,schilderij
0026034_RP-T-1953-415(R).jpg,tekening
0005493_SK-A-4412.jpg,miniatuur
0069689_NG-MC-1132.jpg,demonstratiemodel
0069723_NG-MC-1168.jpg,demonstratiemodel
0063340_BK-1986-44-A.jpg,beeldhouwwerk
0076217_BK-1982-119.jpg,kom
0070639_RP-F-F14624-A.jpg,foto
0071775_SK-A-4880.jpg,miniatuur
0068881_NG-MC-166.jpg,demonstratiemodel
0069947_RP-P-OB-26.531.jpg,prent
0004378_SK-C-512.jpg,schilderij
0047536_RP-P-OB-48.263.jpg,prent
0089126_RP-P-1954-687.jpg,boek
0002696_SK-A-2026.jpg,schilderij
0111005_RP-P-OB-85.128.jpg,tekstblad
0004188_SK-C-563.jpg,schilderij
0112387_AK-RBK-14400-9.jpg,vaas
0070702_RP-F-F15123.jpg,foto
0006129_BK-1958-67-A.jpg,vaas
0009012_BK-16541.jpg,beeldhouwwerk
0030280_RP-P-1933-369.jpg,prent
0004857_SK-C-535.jpg,schilderij
0066522_RP-T-BR-126.jpg,tekening
0008957_BK-NM-12996.jpg,beeldhouwwerk
0066840_BK-1975-51.jpg,bord (vaatwerk)
0106214_RP-T-1887-A-1035.jpg,tekening
0069152_NG-MC-446.jpg,werfmodel
0110803_RP-P-OB-102.697.jpg,tekstblad
0005448_SK-A-4365.jpg,miniatuur
0006566_BK-NM-11455.jpg,schotel
0005655_SK-A-4658.jpg,miniatuur
0005847_SK-C-162.jpg,schilderij
0093880_RP-P-OB-78.554.jpg,tekstblad
0001482_AK-NM-13399.jpg,bord (vaatwerk)
0091404_RP-F-00-2624.jpg,foto
0002890_SK-A-2317.jpg,schilderij
0068650_NG-MC-43.jpg,demonstratiemodel
0100965_RP-P-1960-12A-5.jpg,boek
0066365_RP-T-1905-152.jpg,tekening
0079537_RP-P-OB-16.379.jpg,prent
0020387_RP-P-1948-29.jpg,prent
0082767_BK-15974-96.jpg,bord (vaatwerk)
0006153_BK-1956-12.jpg,vaas
0001797_SK-A-4846.jpg,miniatuur
0069035_NG-MC-328.jpg,werfmodel
0063131_RP-P-OB-19.913.jpg,prent
0082769_BK-15974-98.jpg,bord (vaatwerk)
0001003_AK-RBK-15848.jpg,bord (vaatwerk)
0020082_RP-P-OB-21.052.jpg,prent
0001632_AK-NM-11435-A.jpg,kom
0045540_RP-P-1951-700A.jpg,prent
0074354_NG-1037-A.jpg,foto
0010692_RP-T-1898-A-3590.jpg,tekening
0005456_SK-A-4374.jpg,miniatuur
0001784_SK-A-4793.jpg,miniatuur
0005519_SK-A-4439.jpg,miniatuur
0004254_SK-A-810.jpg,schilderij
0025791_RP-T-1958-94(R).jpg,tekening
0001249_AK-NM-6350-A.jpg,schaal (objectnaam)
0007221_BK-NM-12400-219.jpg,schaal (objectnaam)
0001926_SK-A-3977.jpg,schilderij
0002187_SK-A-1244.jpg,schilderij
0023938_RP-T-1898-A-3589.jpg,tekening
0087970_RP-P-1930-61.jpg,prent
0065297_RP-T-1910-35.jpg,tekening
0006972_BK-NM-12400-33.jpg,schotel
0002331_SK-A-340.jpg,schilderij
0009344_RP-T-1881-A-100.jpg,tekening
0001050_AK-NM-11860-32.jpg,kom
0001121_AK-RBK-15847.jpg,bord (vaatwerk)
0109968_BK-2010-15-4.jpg,bord (vaatwerk)
0084509_RP-P-OB-76.878.jpg,prent
0081695_RP-F-F80124.jpg,foto
0111900_NG-2011-29-29.jpg,foto
0083729_BK-1977-261-E-1.jpg,schotel
0069457_NG-MC-782.jpg,demonstratiemodel
0066015_RP-T-1948-85.jpg,tekening
0071697_RP-F-F25401-F.jpg,foto
0108329_RP-P-OB-83.727.jpg,tekstblad
0022473_RP-T-1981-19(V).jpg,tekening
0008819_BK-NM-1968.jpg,beeldhouwwerk
0025911_RP-T-1953-409.jpg,tekening
0083926_BK-2000-65-B.jpg,kom
0075275_AK-TN-1941.jpg,schaal (objectnaam)
0010732_RP-T-1938-125.jpg,tekening
0078791_RP-P-OB-67.710.jpg,tekstblad
0108904_RP-P-OB-83.979.jpg,tekstblad
0024875_BK-NM-12400-373.jpg,schotel
0071339_RP-F-F25215-Y.jpg,foto
0002671_SK-A-2043.jpg,schilderij
0002030_SK-A-4644.jpg,schilderij
0022442_RP-T-1955-114.jpg,tekening
0006292_BK-NM-14179.jpg,schotel
0111847_RP-P-OB-85.732.jpg,tekstblad
0083898_BK-2000-61.jpg,kom
0021246_RP-P-1950-843.jpg,boek
0066022_RP-T-1948-90.jpg,tekening
0002058_SK-A-2332.jpg,schilderij
0061169_RP-T-1896-A-3148.jpg,tekening
0006580_BK-NM-3898.jpg,bord (vaatwerk)
0069179_NG-MC-477.jpg,werfmodel
0075006_AK-RBK-16338-A.jpg,vaas
0002481_SK-C-1536.jpg,schilderij
0004013_SK-A-2195.jpg,schilderij
0001647_AK-RBK-15922.jpg,schaal (objectnaam)
0078868_AK-MAK-1492.jpg,kom
0005798_SK-C-1478.jpg,schilderij
0001460_AK-NM-13492.jpg,bord (vaatwerk)
0000340_AK-MAK-605.jpg,kom
0001369_AK-RBK-1977-138.jpg,kom
0070569_RP-F-F14517-A.jpg,foto
0079536_RP-P-OB-16.378.jpg,prent
0009191_BK-NM-7541.jpg,beeldhouwwerk
0035931_RP-P-BI-6525X.jpg,prent
0098453_RP-P-OB-80.462.jpg,prent
0091691_SK-A-4986.jpg,schilderij
0110133_RP-P-OB-84.700.jpg,tekstblad
0069334_NG-MC-644.jpg,demonstratiemodel
0035464_RP-P-OB-31.555.jpg,prent
0068252_BK-NM-11715.jpg,schotel
0111033_RP-P-OB-85.149A.jpg,tekstblad
0102674_RP-P-OB-81.993.jpg,tekstblad
0068923_NG-MC-209.jpg,demonstratiemodel
0007946_AK-NM-6535-B.jpg,kom
0001431_AK-RBK-15949.jpg,vaas
0022303_RP-T-1958-47.jpg,tekening
0040544_RP-P-OB-52.222.jpg,tekstblad
0061182_RP-T-1888-A-1554.jpg,tekening
0108244_RP-P-OB-83.688.jpg,tekstblad
0069740_NG-MC-1190.jpg,werfmodel
0026329_BI-F-B0073-1.jpg,foto
0002373_SK-A-353.jpg,schilderij
0001779_SK-A-4791.jpg,miniatuur
0112390_AK-RBK-1968-144-15.jpg,vaas
0025223_RP-T-1885-A-466.jpg,tekening
0111909_NG-2011-29-33-3.jpg,foto
0001421_AK-NM-12314.jpg,schotel
0067601_RP-T-1894-A-2920.jpg,tekening
0084083_RP-F-AA3370.jpg,foto
0010414_RP-T-1953-132(R).jpg,tekening
0001146_AK-NM-13517.jpg,bord (vaatwerk)
0102673_RP-P-OB-81.992.jpg,tekstblad
0008493_BK-NM-12006-5.jpg,beeldhouwwerk
0081186_BK-1981-56.jpg,kom
0002252_SK-A-1747-D.jpg,schilderij
0002909_SK-A-36.jpg,schilderij
0069102_NG-MC-394.jpg,werfmodel
0069126_NG-MC-420.jpg,werfmodel
0042347_RP-P-1982-7.jpg,prent
0003855_SK-A-1397.jpg,schilderij
0025356_RP-T-1985-7.jpg,tekening
0094098_RP-P-2007-256.jpg,prent
0071239_RP-F-F25213-T.jpg,foto
0109464_NG-2010-38.jpg,schilderij
0108562_RP-P-2009-169.jpg,prent
0004041_SK-A-2307.jpg,schilderij
0009953_RP-T-1955-176(V).jpg,tekening
0008538_BK-NM-2730.jpg,beeldhouwwerk
0001552_AK-RBK-15907.jpg,schotel
0081782_RP-F-F80316.jpg,foto
0069266_NG-MC-571.jpg,demonstratiemodel
0072767_AK-RBK-17520-A.jpg,vaas
0100722_RP-T-00-492-59B.jpg,tekening
0069685_NG-MC-1128.jpg,demonstratiemodel
0004754_SK-A-1191.jpg,schilderij
0082565_RP-F-AB12280-P.jpg,foto
0008868_BK-18772.jpg,beeldhouwwerk
0078857_AK-MAK-1479.jpg,kom
0076259_BK-1986-38.jpg,kom
0068657_NG-MC-50.jpg,demonstratiemodel
0004580_SK-A-130.jpg,schilderij
0109947_RP-T-1953-96.jpg,tekening
0002877_SK-A-885.jpg,schilderij
0069505_NG-MC-831.jpg,werfmodel
0078865_AK-MAK-1488.jpg,kom
0061110_RP-P-OB-16.416.jpg,prent
0109967_BK-2010-15-3.jpg,bord (vaatwerk)
0006156_BK-NM-2681-A.jpg,schotel
0005364_SK-A-4264.jpg,schilderij
0106681_BI-B-FM-071-115.jpg,tekening
0072784_RP-F-1995-19.jpg,foto
0048857_RP-P-1908-3876.jpg,prent
0002185_SK-C-1368.jpg,schilderij
0003260_SK-A-460.jpg,schilderij
0015835_RP-P-OB-414.jpg,prent
0016379_RP-P-OB-12.446.jpg,prent
0062557_RP-T-1899-A-4222.jpg,tekening
0005577_SK-A-4509.jpg,schilderij
0069752_NG-MC-1204.jpg,demonstratiemodel
0081784_RP-F-F80332.jpg,foto
0109856_RP-P-OB-84.549.jpg,tekstblad
0000319_AK-MAK-109.jpg,vaas
0068567_BK-NM-14387-B.jpg,vaas
0000502_AK-MAK-793.jpg,kom
0005745_RP-T-1957-238.jpg,tekening
0016722_RP-P-1927-306.jpg,prent
0019283_RP-P-OB-4744.jpg,prent
0000027_RP-T-00-603.jpg,tekening
0077179_RP-P-1904-3456.jpg,prent
0091674_RP-T-1887-A-726.jpg,tekening
0081783_RP-F-F80317.jpg,foto
0004076_SK-A-2531.jpg,schilderij
0076903_RP-P-OB-15.964.jpg,prent
0099631_RP-P-1992-1-2.jpg,tekstblad
0046791_RP-P-OB-48.686.jpg,prent
0025006_BK-18906.jpg,schaal (objectnaam)
0007442_BK-1962-36.jpg,schaal (objectnaam)
0002991_SK-A-1266.jpg,schilderij
0049501_RP-T-1904-258.jpg,tekening
0069083_NG-MC-376.jpg,werfmodel
0083699_SK-A-4961.jpg,schilderij
0005496_SK-A-4415.jpg,miniatuur
0069116_NG-MC-410.jpg,werfmodel
0069482_NG-MC-808.jpg,demonstratiemodel
0048095_RP-P-1887-A-12285.jpg,prent
0070471_RP-F-F14413-A.jpg,foto
0000451_AK-MAK-732.jpg,vaas
0037216_RP-P-OB-50.011.jpg,tekstblad
0081620_AK-MAK-1649.jpg,boek
0069547_NG-MC-944.jpg,demonstratiemodel
0102129_RP-P-OB-81.619I.jpg,tekstblad
0108284_RP-P-1878-A-767A.jpg,tekstblad
0110330_RP-P-OB-84.845.jpg,tekstblad
0002288_SK-A-3341.jpg,schilderij
0004191_SK-A-1939.jpg,schilderij
0111584_RP-P-OB-85.548.jpg,tekstblad
0027784_BI-F-B0073-17.jpg,foto
0071646_RP-F-F25400-D.jpg,foto
0045046_RP-T-1951-407.jpg,tekening
0100673_RP-T-00-492-77A.jpg,tekening
0068613_NG-MC-5.jpg,demonstratiemodel
0082523_RP-F-AB12279-AM.jpg,foto
0065330_RP-T-1991-6.jpg,tekening
0008731_BK-1968-239-6.jpg,schotel
0065590_RP-T-1921-76.jpg,tekening
0006579_BK-NM-11887-A.jpg,bord (vaatwerk)
0009102_BK-18771-B.jpg,beeldhouwwerk
0082514_RP-F-AB12279-AI.jpg,foto
0097612_RP-P-OB-10.268.jpg,prent
0069304_NG-MC-612.jpg,demonstratiemodel
0066863_BK-1980-35.jpg,bord (vaatwerk)
0092357_RP-F-F25214-AL.jpg,foto
0018823_RP-P-1878-A-1668.jpg,prent
0005349_SK-A-4204.jpg,miniatuur
0007488_BK-1953-10-B.jpg,schaal (objectnaam)
0006824_BK-NM-13304-A.jpg,vaas
0071986_AK-NM-6981-B.jpg,schotel
0067183_RP-T-1905-227.jpg,tekening
0067996_BK-NM-12400-151.jpg,schotel
0002165_SK-A-2518.jpg,schilderij
0069432_NG-MC-756.jpg,demonstratiemodel
0083717_BK-1977-20-H-5.jpg,schotel
0004776_SK-A-2842.jpg,schilderij
0008355_AK-RBK-15798-N.jpg,kom
0031880_RP-P-BI-4297.jpg,prent
0005512_SK-A-4432.jpg,miniatuur
0065836_BI-F-1921-317-14.jpg,foto
0033215_RP-P-1888-A-13504.jpg,prent
0008757_BK-KOG-1644.jpg,beeldhouwwerk
0006561_BK-NM-11620.jpg,schotel
0071490_RP-F-F25505-CA.jpg,foto
0109476_RP-P-2010-113.jpg,prent
0041807_RP-P-1982-159.jpg,prent
0008911_BK-18815-B.jpg,beeldhouwwerk
0025473_RP-T-1889-A-2201.jpg,tekening
0051364_RP-P-1906-2136.jpg,prent
0001975_SK-A-585.jpg,schilderij
0012325_RP-T-1911-71.jpg,tekening
0103603_RP-P-1960-10B-5.jpg,boek
0071331_RP-F-F25215-Q.jpg,foto
0068416_BK-NM-7433.jpg,bord (vaatwerk)
0066714_BK-NM-9236.jpg,schotel
0110021_RP-P-OB-84.599-2(V).jpg,tekstblad
0022772_BK-NM-9694.jpg,bord (vaatwerk)
0005497_SK-A-4416.jpg,miniatuur
0006277_BK-NM-9235.jpg,bord (vaatwerk)
0004455_SK-A-111.jpg,schilderij
0009125_BK-16985.jpg,beeldhouwwerk
0005683_SK-C-226.jpg,schilderij
